accession	version	species	fna	seqs	size
GCA_000341385.1_ASM34138	v1	bartonella_vinsonii	bartonella_vinsonii/GCA_000341385.1_ASM34138v1/GCA_000341385.1_ASM34138v1_genomic.fna	       1	1802699
GCA_011455875.1_ASM1145587	v1	basfia_succiniciproducens	basfia_succiniciproducens/GCA_011455875.1_ASM1145587v1/GCA_011455875.1_ASM1145587v1_genomic.fna	       1	2253194
GCA_000743945.1_ASM74394	v1	basilea_psittacipulmonis	basilea_psittacipulmonis/GCA_000743945.1_ASM74394v1/GCA_000743945.1_ASM74394v1_genomic.fna	       1	1959069
GCA_000013185.1_ASM1318	v1	baumannia_cicadellinicola	baumannia_cicadellinicola/GCA_000013185.1_ASM1318v1/GCA_000013185.1_ASM1318v1_genomic.fna	       1	686194
GCA_000196175.1_ASM19617	v1	bdellovibrio_bacteriovorus	bdellovibrio_bacteriovorus/GCA_000196175.1_ASM19617v1/GCA_000196175.1_ASM19617v1_genomic.fna	       1	3782950
GCA_000317895.1_ASM31789	v1	bdellovibrio_bacteriovorus	bdellovibrio_bacteriovorus/GCA_000317895.1_ASM31789v1/GCA_000317895.1_ASM31789v1_genomic.fna	       1	3988594
GCA_000525675.1_ASM52567	v1	bdellovibrio_bacteriovorus	bdellovibrio_bacteriovorus/GCA_000525675.1_ASM52567v1/GCA_000525675.1_ASM52567v1_genomic.fna	       1	3006992
GCA_000691605.1_ASM69160	v1	bdellovibrio_bacteriovorus	bdellovibrio_bacteriovorus/GCA_000691605.1_ASM69160v1/GCA_000691605.1_ASM69160v1_genomic.fna	       1	3830427
GCA_002208115.1_ASM220811	v1	bdellovibrio_bacteriovorus	bdellovibrio_bacteriovorus/GCA_002208115.1_ASM220811v1/GCA_002208115.1_ASM220811v1_genomic.fna	       1	3769537
GCA_000348725.1_ASM34872	v1	bdellovibrio_exovorus	bdellovibrio_exovorus/GCA_000348725.1_ASM34872v1/GCA_000348725.1_ASM34872v1_genomic.fna	       1	2657893
GCA_006874625.1_ASM687462	v1	bdellovibrio_sp	bdellovibrio_sp/GCA_006874625.1_ASM687462v1/GCA_006874625.1_ASM687462v1_genomic.fna	       1	3975853
GCA_006874645.1_ASM687464	v1	bdellovibrio_sp	bdellovibrio_sp/GCA_006874645.1_ASM687464v1/GCA_006874645.1_ASM687464v1_genomic.fna	       1	4123562
GCA_001305575.3_ASM130557	v3	beggiatoa_leptomitoformis	beggiatoa_leptomitoformis/GCA_001305575.3_ASM130557v3/GCA_001305575.3_ASM130557v3_genomic.fna	       1	4265317
GCA_002849755.2_ASM284975	v2	beggiatoa_leptomitoformis	beggiatoa_leptomitoformis/GCA_002849755.2_ASM284975v2/GCA_002849755.2_ASM284975v2_genomic.fna	       1	4266350
GCA_004564215.1_ASM456421	v1	beijerinckiaceae_bacterium	beijerinckiaceae_bacterium/GCA_004564215.1_ASM456421v1/GCA_004564215.1_ASM456421v1_genomic.fna	       1	3326434
GCA_901457705.2_RHAL1_	v2	beijerinckiaceae_bacterium	beijerinckiaceae_bacterium/GCA_901457705.2_RHAL1_v2/GCA_901457705.2_RHAL1_v2_genomic.fna	       2	4353888
GCA_000265405.1_ASM26540	v1	belliella_baltica	belliella_baltica/GCA_000265405.1_ASM26540v1/GCA_000265405.1_ASM26540v1_genomic.fna	       1	4196595
GCA_009914665.1_ASM991466	v1	bergeyella_cardium	bergeyella_cardium/GCA_009914665.1_ASM991466v1/GCA_009914665.1_ASM991466v1_genomic.fna	       1	2036890
GCA_012295615.1_ASM1229561	v1	bermanella_marisrubri	bermanella_marisrubri/GCA_012295615.1_ASM1229561v1/GCA_012295615.1_ASM1229561v1_genomic.fna	       2	3550395
GCA_000265505.1_ASM26550	v1	bernardetia_litoralis	bernardetia_litoralis/GCA_000265505.1_ASM26550v1/GCA_000265505.1_ASM26550v1_genomic.fna	       1	4919337
GCA_000342265.1_ASM34226	v1	beta_proteobacterium	beta_proteobacterium/GCA_000342265.1_ASM34226v1/GCA_000342265.1_ASM34226v1_genomic.fna	       1	2045720
GCA_001953215.1_ASM195321	v1	betaproteobacteria_bacterium	betaproteobacteria_bacterium/GCA_001953215.1_ASM195321v1/GCA_001953215.1_ASM195321v1_genomic.fna	       1	4806848
GCA_000023105.1_ASM2310	v1	beutenbergia_cavernae	beutenbergia_cavernae/GCA_000023105.1_ASM2310v1/GCA_000023105.1_ASM2310v1_genomic.fna	       1	4669183
GCA_000347595.1_ASM34759	v1	bibersteinia_trehalosi	bibersteinia_trehalosi/GCA_000347595.1_ASM34759v1/GCA_000347595.1_ASM34759v1_genomic.fna	       1	2407846
GCA_000521725.1_ASM52172	v1	bibersteinia_trehalosi	bibersteinia_trehalosi/GCA_000521725.1_ASM52172v1/GCA_000521725.1_ASM52172v1_genomic.fna	       1	2340975
GCA_000521745.1_ASM52174	v1	bibersteinia_trehalosi	bibersteinia_trehalosi/GCA_000521745.1_ASM52174v1/GCA_000521745.1_ASM52174v1_genomic.fna	       1	2454127
GCA_000521765.1_ASM52176	v1	bibersteinia_trehalosi	bibersteinia_trehalosi/GCA_000521765.1_ASM52176v1/GCA_000521765.1_ASM52176v1_genomic.fna	       1	2443169
GCA_001263395.1_ASM126339	v1	bifidobacterium_actinocoloniiforme	bifidobacterium_actinocoloniiforme/GCA_001263395.1_ASM126339v1/GCA_001263395.1_ASM126339v1_genomic.fna	       1	1830060
GCA_002761235.1_ASM276123	v1	bifidobacterium_choerinum	bifidobacterium_choerinum/GCA_002761235.1_ASM276123v1/GCA_002761235.1_ASM276123v1_genomic.fna	       2	2257294
GCA_004135085.1_ASM413508	v1	bifidobacterium_gallinarum	bifidobacterium_gallinarum/GCA_004135085.1_ASM413508v1/GCA_004135085.1_ASM413508v1_genomic.fna	       2	2414462
GCA_000007525.1_ASM752	v1	bifidobacterium_longum	bifidobacterium_longum/GCA_000007525.1_ASM752v1/GCA_000007525.1_ASM752v1_genomic.fna	       2	2260266
GCA_000008945.1_ASM894	v1	bifidobacterium_longum	bifidobacterium_longum/GCA_000008945.1_ASM894v1/GCA_000008945.1_ASM894v1_genomic.fna	       3	2389526
GCA_000020425.1_ASM2042	v1	bifidobacterium_longum	bifidobacterium_longum/GCA_000020425.1_ASM2042v1/GCA_000020425.1_ASM2042v1_genomic.fna	       1	2832748
GCA_000092325.1_ASM9232	v1	bifidobacterium_longum	bifidobacterium_longum/GCA_000092325.1_ASM9232v1/GCA_000092325.1_ASM9232v1_genomic.fna	       1	2477838
GCA_000166315.1_ASM16631	v1	bifidobacterium_longum	bifidobacterium_longum/GCA_000166315.1_ASM16631v1/GCA_000166315.1_ASM16631v1_genomic.fna	       1	2265943
GCA_000196555.1_ASM19655	v1	bifidobacterium_longum	bifidobacterium_longum/GCA_000196555.1_ASM19655v1/GCA_000196555.1_ASM19655v1_genomic.fna	       1	2385164
GCA_000196575.1_ASM19657	v1	bifidobacterium_longum	bifidobacterium_longum/GCA_000196575.1_ASM19657v1/GCA_000196575.1_ASM19657v1_genomic.fna	       3	2408831
GCA_000219455.1_ASM21945	v1	bifidobacterium_longum	bifidobacterium_longum/GCA_000219455.1_ASM21945v1/GCA_000219455.1_ASM21945v1_genomic.fna	       3	2395764
GCA_000269965.1_ASM26996	v1	bifidobacterium_longum	bifidobacterium_longum/GCA_000269965.1_ASM26996v1/GCA_000269965.1_ASM26996v1_genomic.fna	       1	2828958
GCA_000730205.1_ASM73020	v1	bifidobacterium_longum	bifidobacterium_longum/GCA_000730205.1_ASM73020v1/GCA_000730205.1_ASM73020v1_genomic.fna	       1	2480603
GCA_000772485.1_ASM77248	v1	bifidobacterium_longum	bifidobacterium_longum/GCA_000772485.1_ASM77248v1/GCA_000772485.1_ASM77248v1_genomic.fna	       1	2337521
GCA_000829295.1_ASM82929	v1	bifidobacterium_longum	bifidobacterium_longum/GCA_000829295.1_ASM82929v1/GCA_000829295.1_ASM82929v1_genomic.fna	       1	2290145
GCA_001051015.2_ASM105101	v2	bifidobacterium_longum	bifidobacterium_longum/GCA_001051015.2_ASM105101v2/GCA_001051015.2_ASM105101v2_genomic.fna	       1	2467698
GCA_001281305.1_ASM128130	v1	bifidobacterium_longum	bifidobacterium_longum/GCA_001281305.1_ASM128130v1/GCA_001281305.1_ASM128130v1_genomic.fna	       1	2578115
GCA_001293145.1_ASM129314	v1	bifidobacterium_longum	bifidobacterium_longum/GCA_001293145.1_ASM129314v1/GCA_001293145.1_ASM129314v1_genomic.fna	       2	2455762
GCA_001446255.1_ASM144625	v1	bifidobacterium_longum	bifidobacterium_longum/GCA_001446255.1_ASM144625v1/GCA_001446255.1_ASM144625v1_genomic.fna	       1	2340989
GCA_001446275.1_ASM144627	v1	bifidobacterium_longum	bifidobacterium_longum/GCA_001446275.1_ASM144627v1/GCA_001446275.1_ASM144627v1_genomic.fna	       1	2458004
GCA_001719085.1_ASM171908	v1	bifidobacterium_longum	bifidobacterium_longum/GCA_001719085.1_ASM171908v1/GCA_001719085.1_ASM171908v1_genomic.fna	       1	2264056
GCA_001725985.1_ASM172598	v1	bifidobacterium_longum	bifidobacterium_longum/GCA_001725985.1_ASM172598v1/GCA_001725985.1_ASM172598v1_genomic.fna	       1	2421287
GCA_003342655.1_ASM334265	v1	bifidobacterium_longum	bifidobacterium_longum/GCA_003342655.1_ASM334265v1/GCA_003342655.1_ASM334265v1_genomic.fna	       1	2311020
GCA_004936435.1_ASM493643	v1	bifidobacterium_longum	bifidobacterium_longum/GCA_004936435.1_ASM493643v1/GCA_004936435.1_ASM493643v1_genomic.fna	       1	2365873
GCA_005406285.1_ASM540628	v1	bifidobacterium_longum	bifidobacterium_longum/GCA_005406285.1_ASM540628v1/GCA_005406285.1_ASM540628v1_genomic.fna	       1	2414672
GCA_008086305.1_ASM808630	v1	bifidobacterium_longum	bifidobacterium_longum/GCA_008086305.1_ASM808630v1/GCA_008086305.1_ASM808630v1_genomic.fna	       1	2268110
GCA_009728915.1_ASM972891	v1	bifidobacterium_longum	bifidobacterium_longum/GCA_009728915.1_ASM972891v1/GCA_009728915.1_ASM972891v1_genomic.fna	       1	2430682
GCA_009738515.1_ASM973851	v1	bifidobacterium_longum	bifidobacterium_longum/GCA_009738515.1_ASM973851v1/GCA_009738515.1_ASM973851v1_genomic.fna	       1	2258667
GCA_009931635.1_ASM993163	v1	bifidobacterium_longum	bifidobacterium_longum/GCA_009931635.1_ASM993163v1/GCA_009931635.1_ASM993163v1_genomic.fna	       1	2281664
GCA_011764605.1_ASM1176460	v1	bifidobacterium_longum	bifidobacterium_longum/GCA_011764605.1_ASM1176460v1/GCA_011764605.1_ASM1176460v1_genomic.fna	       1	2371107
GCA_001042635.1_ASM104263	v1	bifidobacterium_scardovii	bifidobacterium_scardovii/GCA_001042635.1_ASM104263v1/GCA_001042635.1_ASM104263v1_genomic.fna	       1	3158347
GCA_000347695.1_ASM34769	v1	bifidobacterium_thermophilum	bifidobacterium_thermophilum/GCA_000347695.1_ASM34769v1/GCA_000347695.1_ASM34769v1_genomic.fna	       1	2291643
GCA_003966715.1_ASM396671	v1	blastochloris_tepida	blastochloris_tepida/GCA_003966715.1_ASM396671v1/GCA_003966715.1_ASM396671v1_genomic.fna	       1	3949390
GCA_001402875.1_ASM140287	v1	blastochloris_viridis	blastochloris_viridis/GCA_001402875.1_ASM140287v1/GCA_001402875.1_ASM140287v1_genomic.fna	       1	3724841
GCA_000284015.1_ASM28401	v1	blastococcus_saxobsidens	blastococcus_saxobsidens/GCA_000284015.1_ASM28401v1/GCA_000284015.1_ASM28401v1_genomic.fna	       1	4875340
GCA_003431825.1_ASM343182	v1	blastomonas_fulva	blastomonas_fulva/GCA_003431825.1_ASM343182v1/GCA_003431825.1_ASM343182v1_genomic.fna	       2	4123210
GCA_001713435.1_ASM171343	v1	blastomonas_sp	blastomonas_sp/GCA_001713435.1_ASM171343v1/GCA_001713435.1_ASM171343v1_genomic.fna	       5	4403499
GCA_003268615.1_ASM326861	v1	blattabacterium_clevelandi	blattabacterium_clevelandi/GCA_003268615.1_ASM326861v1/GCA_003268615.1_ASM326861v1_genomic.fna	       2	620771
GCA_000348805.1_ASM34880	v1	blattabacterium_cuenoti	blattabacterium_cuenoti/GCA_000348805.1_ASM34880v1/GCA_000348805.1_ASM34880v1_genomic.fna	       1	632490
GCA_002355135.1_ASM235513	v1	blattabacterium_cuenoti	blattabacterium_cuenoti/GCA_002355135.1_ASM235513v1/GCA_002355135.1_ASM235513v1_genomic.fna	       1	632370
GCA_003573915.1_ASM357391	v1	blattabacterium_cuenoti	blattabacterium_cuenoti/GCA_003573915.1_ASM357391v1/GCA_003573915.1_ASM357391v1_genomic.fna	       1	631621
GCA_003226695.1_ASM322669	v1	blattabacterium_punctulatus	blattabacterium_punctulatus/GCA_003226695.1_ASM322669v1/GCA_003226695.1_ASM322669v1_genomic.fna	       2	615935
GCA_003226715.1_ASM322671	v1	blattabacterium_punctulatus	blattabacterium_punctulatus/GCA_003226715.1_ASM322671v1/GCA_003226715.1_ASM322671v1_genomic.fna	       1	614315
GCA_003226735.1_ASM322673	v1	blattabacterium_punctulatus	blattabacterium_punctulatus/GCA_003226735.1_ASM322673v1/GCA_003226735.1_ASM322673v1_genomic.fna	       2	609317
GCA_003226755.1_ASM322675	v1	blattabacterium_punctulatus	blattabacterium_punctulatus/GCA_003226755.1_ASM322675v1/GCA_003226755.1_ASM322675v1_genomic.fna	       1	613869
GCA_003226775.1_ASM322677	v1	blattabacterium_punctulatus	blattabacterium_punctulatus/GCA_003226775.1_ASM322677v1/GCA_003226775.1_ASM322677v1_genomic.fna	       1	614149
GCA_003226795.1_ASM322679	v1	blattabacterium_punctulatus	blattabacterium_punctulatus/GCA_003226795.1_ASM322679v1/GCA_003226795.1_ASM322679v1_genomic.fna	       1	612964
GCA_003226815.1_ASM322681	v1	blattabacterium_punctulatus	blattabacterium_punctulatus/GCA_003226815.1_ASM322681v1/GCA_003226815.1_ASM322681v1_genomic.fna	       1	613221
GCA_003226835.1_ASM322683	v1	blattabacterium_punctulatus	blattabacterium_punctulatus/GCA_003226835.1_ASM322683v1/GCA_003226835.1_ASM322683v1_genomic.fna	       1	612671
GCA_003226875.1_ASM322687	v1	blattabacterium_punctulatus	blattabacterium_punctulatus/GCA_003226875.1_ASM322687v1/GCA_003226875.1_ASM322687v1_genomic.fna	       2	611027
GCA_003573935.1_ASM357393	v1	blattabacterium_punctulatus	blattabacterium_punctulatus/GCA_003573935.1_ASM357393v1/GCA_003573935.1_ASM357393v1_genomic.fna	       1	612516
GCA_000022605.2_ASM2260	v1	blattabacterium_sp	blattabacterium_sp/GCA_000022605.2_ASM2260v1/GCA_000022605.2_ASM2260v1_genomic.fna	       2	640935
GCA_000093165.1_ASM9316	v1	blattabacterium_sp	blattabacterium_sp/GCA_000093165.1_ASM9316v1/GCA_000093165.1_ASM9316v1_genomic.fna	       2	640442
GCA_000233435.1_ASM23343	v1	blattabacterium_sp	blattabacterium_sp/GCA_000233435.1_ASM23343v1/GCA_000233435.1_ASM23343v1_genomic.fna	       2	590336
GCA_000236405.1_ASM23640	v1	blattabacterium_sp	blattabacterium_sp/GCA_000236405.1_ASM23640v1/GCA_000236405.1_ASM23640v1_genomic.fna	       2	609561
GCA_000262715.1_ASM26271	v1	blattabacterium_sp	blattabacterium_sp/GCA_000262715.1_ASM26271v1/GCA_000262715.1_ASM26271v1_genomic.fna	       2	632588
GCA_000334405.1_ASM33440	v1	blattabacterium_sp	blattabacterium_sp/GCA_000334405.1_ASM33440v1/GCA_000334405.1_ASM33440v1_genomic.fna	       2	638184
GCA_000471965.1_ASM47196	v1	blattabacterium_sp	blattabacterium_sp/GCA_000471965.1_ASM47196v1/GCA_000471965.1_ASM47196v1_genomic.fna	       2	626626
GCA_003226855.1_ASM322685	v1	blattabacterium_sp	blattabacterium_sp/GCA_003226855.1_ASM322685v1/GCA_003226855.1_ASM322685v1_genomic.fna	       2	637356
GCA_002222595.2_ASM222259	v2	blautia_hansenii	blautia_hansenii/GCA_002222595.2_ASM222259v2/GCA_002222595.2_ASM222259v2_genomic.fna	       1	3065949
GCA_004210255.1_ASM421025	v1	blautia_producta	blautia_producta/GCA_004210255.1_ASM421025v1/GCA_004210255.1_ASM421025v1_genomic.fna	       1	6354838
GCA_010669205.1_ASM1066920	v1	blautia_producta	blautia_producta/GCA_010669205.1_ASM1066920v1/GCA_010669205.1_ASM1066920v1_genomic.fna	       1	6197116
GCA_001689125.2_ASM168912	v2	blautia_sp	blautia_sp/GCA_001689125.2_ASM168912v2/GCA_001689125.2_ASM168912v2_genomic.fna	       1	5128746
GCA_003287895.1_ASM328789	v1	blautia_sp	blautia_sp/GCA_003287895.1_ASM328789v1/GCA_003287895.1_ASM328789v1_genomic.fna	       1	3297975
GCA_005848555.1_ASM584855	v1	blautia_sp	blautia_sp/GCA_005848555.1_ASM584855v1/GCA_005848555.1_ASM584855v1_genomic.fna	       1	3731576
GCA_000973505.1_ASM97350	v1	blochmannia_endosymbiont	blochmannia_endosymbiont/GCA_000973505.1_ASM97350v1/GCA_000973505.1_ASM97350v1_genomic.fna	       1	749321
GCA_000973545.1_ASM97354	v1	blochmannia_endosymbiont	blochmannia_endosymbiont/GCA_000973545.1_ASM97354v1/GCA_000973545.1_ASM97354v1_genomic.fna	       1	773940
GCA_009827135.1_ASM982713	v1	blochmannia_endosymbiont	blochmannia_endosymbiont/GCA_009827135.1_ASM982713v1/GCA_009827135.1_ASM982713v1_genomic.fna	       1	788522
GCA_009906835.1_ASM990683	v1	bombella_sp	bombella_sp/GCA_009906835.1_ASM990683v1/GCA_009906835.1_ASM990683v1_genomic.fna	       2	2022239
GCA_001676705.1_ASM167670	v1	bordetella_bronchialis	bordetella_bronchialis/GCA_001676705.1_ASM167670v1/GCA_001676705.1_ASM167670v1_genomic.fna	       1	5878756
GCA_001676745.1_ASM167674	v1	bordetella_bronchialis	bordetella_bronchialis/GCA_001676745.1_ASM167674v1/GCA_001676745.1_ASM167674v1_genomic.fna	       1	5966919
GCA_001676725.1_ASM167672	v1	bordetella_flabilis	bordetella_flabilis/GCA_001676725.1_ASM167672v1/GCA_001676725.1_ASM167672v1_genomic.fna	       2	5954318
GCA_002119665.1_ASM211966	v1	bordetella_genomosp	bordetella_genomosp/GCA_002119665.1_ASM211966v1/GCA_002119665.1_ASM211966v1_genomic.fna	       1	5380929
GCA_002119685.1_ASM211968	v1	bordetella_genomosp	bordetella_genomosp/GCA_002119685.1_ASM211968v1/GCA_002119685.1_ASM211968v1_genomic.fna	       1	6167536
GCA_002119705.1_ASM211970	v1	bordetella_genomosp	bordetella_genomosp/GCA_002119705.1_ASM211970v1/GCA_002119705.1_ASM211970v1_genomic.fna	       1	5163295
GCA_002119725.1_ASM211972	v1	bordetella_genomosp	bordetella_genomosp/GCA_002119725.1_ASM211972v1/GCA_002119725.1_ASM211972v1_genomic.fna	       1	4587366
GCA_002119745.1_ASM211974	v1	bordetella_genomosp	bordetella_genomosp/GCA_002119745.1_ASM211974v1/GCA_002119745.1_ASM211974v1_genomic.fna	       1	4497105
GCA_001078275.1_ASM107827	v1	bordetella_hinzii	bordetella_hinzii/GCA_001078275.1_ASM107827v1/GCA_001078275.1_ASM107827v1_genomic.fna	       1	4912977
GCA_001078295.1_ASM107829	v1	bordetella_hinzii	bordetella_hinzii/GCA_001078295.1_ASM107829v1/GCA_001078295.1_ASM107829v1_genomic.fna	       1	4859884
GCA_004006875.1_ASM400687	v1	bordetella_hinzii	bordetella_hinzii/GCA_004006875.1_ASM400687v1/GCA_004006875.1_ASM400687v1_genomic.fna	       1	4859886
GCA_006770325.1_ASM677032	v1	bordetella_hinzii	bordetella_hinzii/GCA_006770325.1_ASM677032v1/GCA_006770325.1_ASM677032v1_genomic.fna	       1	4809490
GCA_006770345.1_ASM677034	v1	bordetella_hinzii	bordetella_hinzii/GCA_006770345.1_ASM677034v1/GCA_006770345.1_ASM677034v1_genomic.fna	       1	5042960
GCA_006770365.1_ASM677036	v1	bordetella_hinzii	bordetella_hinzii/GCA_006770365.1_ASM677036v1/GCA_006770365.1_ASM677036v1_genomic.fna	       1	4898820
GCA_006770385.1_ASM677038	v1	bordetella_hinzii	bordetella_hinzii/GCA_006770385.1_ASM677038v1/GCA_006770385.1_ASM677038v1_genomic.fna	       1	4885078
GCA_006770405.1_ASM677040	v1	bordetella_hinzii	bordetella_hinzii/GCA_006770405.1_ASM677040v1/GCA_006770405.1_ASM677040v1_genomic.fna	       1	4930681
GCA_006770425.1_ASM677042	v1	bordetella_hinzii	bordetella_hinzii/GCA_006770425.1_ASM677042v1/GCA_006770425.1_ASM677042v1_genomic.fna	       1	4811419
GCA_008693545.1_ASM869354	v1	bordetella_hinzii	bordetella_hinzii/GCA_008693545.1_ASM869354v1/GCA_008693545.1_ASM869354v1_genomic.fna	       1	4860452
GCA_011100485.1_ASM1110048	v1	bordetella_hinzii	bordetella_hinzii/GCA_011100485.1_ASM1110048v1/GCA_011100485.1_ASM1110048v1_genomic.fna	       1	5045412
GCA_000341465.2_ASM34146	v2	bordetella_holmesii	bordetella_holmesii/GCA_000341465.2_ASM34146v2/GCA_000341465.2_ASM34146v2_genomic.fna	       1	3701221
GCA_000341485.2_ASM34148	v2	bordetella_holmesii	bordetella_holmesii/GCA_000341485.2_ASM34148v2/GCA_000341485.2_ASM34148v2_genomic.fna	       1	3696428
GCA_000612485.1_ASM61248	v1	bordetella_holmesii	bordetella_holmesii/GCA_000612485.1_ASM61248v1/GCA_000612485.1_ASM61248v1_genomic.fna	       1	3699674
GCA_000765395.1_ASM76539	v1	bordetella_holmesii	bordetella_holmesii/GCA_000765395.1_ASM76539v1/GCA_000765395.1_ASM76539v1_genomic.fna	       1	3697138
GCA_001704215.1_ASM170421	v1	bordetella_holmesii	bordetella_holmesii/GCA_001704215.1_ASM170421v1/GCA_001704215.1_ASM170421v1_genomic.fna	       1	3694378
GCA_002859845.1_ASM285984	v1	bordetella_holmesii	bordetella_holmesii/GCA_002859845.1_ASM285984v1/GCA_002859845.1_ASM285984v1_genomic.fna	       1	3680984
GCA_002859865.1_ASM285986	v1	bordetella_holmesii	bordetella_holmesii/GCA_002859865.1_ASM285986v1/GCA_002859865.1_ASM285986v1_genomic.fna	       1	3691669
GCA_002859885.1_ASM285988	v1	bordetella_holmesii	bordetella_holmesii/GCA_002859885.1_ASM285988v1/GCA_002859885.1_ASM285988v1_genomic.fna	       1	3699930
GCA_002859905.1_ASM285990	v1	bordetella_holmesii	bordetella_holmesii/GCA_002859905.1_ASM285990v1/GCA_002859905.1_ASM285990v1_genomic.fna	       1	3699592
GCA_002859945.1_ASM285994	v1	bordetella_holmesii	bordetella_holmesii/GCA_002859945.1_ASM285994v1/GCA_002859945.1_ASM285994v1_genomic.fna	       1	3698359
GCA_002859985.1_ASM285998	v1	bordetella_holmesii	bordetella_holmesii/GCA_002859985.1_ASM285998v1/GCA_002859985.1_ASM285998v1_genomic.fna	       1	3687853
GCA_002860005.1_ASM286000	v1	bordetella_holmesii	bordetella_holmesii/GCA_002860005.1_ASM286000v1/GCA_002860005.1_ASM286000v1_genomic.fna	       1	3695370
GCA_002860025.1_ASM286002	v1	bordetella_holmesii	bordetella_holmesii/GCA_002860025.1_ASM286002v1/GCA_002860025.1_ASM286002v1_genomic.fna	       1	3687739
GCA_003184445.1_ASM318444	v1	bordetella_holmesii	bordetella_holmesii/GCA_003184445.1_ASM318444v1/GCA_003184445.1_ASM318444v1_genomic.fna	       1	3696624
GCA_003186245.1_ASM318624	v1	bordetella_holmesii	bordetella_holmesii/GCA_003186245.1_ASM318624v1/GCA_003186245.1_ASM318624v1_genomic.fna	       1	3698268
GCA_004634545.1_ASM463454	v1	bordetella_holmesii	bordetella_holmesii/GCA_004634545.1_ASM463454v1/GCA_004634545.1_ASM463454v1_genomic.fna	       1	3698889
GCA_009625815.1_ASM962581	v1	bordetella_holmesii	bordetella_holmesii/GCA_009625815.1_ASM962581v1/GCA_009625815.1_ASM962581v1_genomic.fna	       1	3696492
GCA_009625855.1_ASM962585	v1	bordetella_holmesii	bordetella_holmesii/GCA_009625855.1_ASM962585v1/GCA_009625855.1_ASM962585v1_genomic.fna	       1	3696506
GCA_009626095.1_ASM962609	v1	bordetella_holmesii	bordetella_holmesii/GCA_009626095.1_ASM962609v1/GCA_009626095.1_ASM962609v1_genomic.fna	       1	3695202
GCA_009626475.1_ASM962647	v1	bordetella_holmesii	bordetella_holmesii/GCA_009626475.1_ASM962647v1/GCA_009626475.1_ASM962647v1_genomic.fna	       1	3696490
GCA_009626575.1_ASM962657	v1	bordetella_holmesii	bordetella_holmesii/GCA_009626575.1_ASM962657v1/GCA_009626575.1_ASM962657v1_genomic.fna	       1	3694912
GCA_009626815.1_ASM962681	v1	bordetella_holmesii	bordetella_holmesii/GCA_009626815.1_ASM962681v1/GCA_009626815.1_ASM962681v1_genomic.fna	       1	3693267
GCA_009626895.1_ASM962689	v1	bordetella_holmesii	bordetella_holmesii/GCA_009626895.1_ASM962689v1/GCA_009626895.1_ASM962689v1_genomic.fna	       1	3696624
GCA_009626915.1_ASM962691	v1	bordetella_holmesii	bordetella_holmesii/GCA_009626915.1_ASM962691v1/GCA_009626915.1_ASM962691v1_genomic.fna	       1	3696547
GCA_009626935.1_ASM962693	v1	bordetella_holmesii	bordetella_holmesii/GCA_009626935.1_ASM962693v1/GCA_009626935.1_ASM962693v1_genomic.fna	       1	3696532
GCA_009626955.1_ASM962695	v1	bordetella_holmesii	bordetella_holmesii/GCA_009626955.1_ASM962695v1/GCA_009626955.1_ASM962695v1_genomic.fna	       1	3696594
GCA_009626995.1_ASM962699	v1	bordetella_holmesii	bordetella_holmesii/GCA_009626995.1_ASM962699v1/GCA_009626995.1_ASM962699v1_genomic.fna	       1	3697555
GCA_009627015.1_ASM962701	v1	bordetella_holmesii	bordetella_holmesii/GCA_009627015.1_ASM962701v1/GCA_009627015.1_ASM962701v1_genomic.fna	       1	3695342
GCA_009627035.1_ASM962703	v1	bordetella_holmesii	bordetella_holmesii/GCA_009627035.1_ASM962703v1/GCA_009627035.1_ASM962703v1_genomic.fna	       1	3696747
GCA_009627075.1_ASM962707	v1	bordetella_holmesii	bordetella_holmesii/GCA_009627075.1_ASM962707v1/GCA_009627075.1_ASM962707v1_genomic.fna	       1	3696535
GCA_009627095.1_ASM962709	v1	bordetella_holmesii	bordetella_holmesii/GCA_009627095.1_ASM962709v1/GCA_009627095.1_ASM962709v1_genomic.fna	       1	3696559
GCA_009627115.1_ASM962711	v1	bordetella_holmesii	bordetella_holmesii/GCA_009627115.1_ASM962711v1/GCA_009627115.1_ASM962711v1_genomic.fna	       1	3693560
GCA_009627135.1_ASM962713	v1	bordetella_holmesii	bordetella_holmesii/GCA_009627135.1_ASM962713v1/GCA_009627135.1_ASM962713v1_genomic.fna	       1	3696569
GCA_009627155.1_ASM962715	v1	bordetella_holmesii	bordetella_holmesii/GCA_009627155.1_ASM962715v1/GCA_009627155.1_ASM962715v1_genomic.fna	       1	3696560
GCA_009627175.1_ASM962717	v1	bordetella_holmesii	bordetella_holmesii/GCA_009627175.1_ASM962717v1/GCA_009627175.1_ASM962717v1_genomic.fna	       1	3696864
GCA_009627195.1_ASM962719	v1	bordetella_holmesii	bordetella_holmesii/GCA_009627195.1_ASM962719v1/GCA_009627195.1_ASM962719v1_genomic.fna	       1	3696668
GCA_009627215.1_ASM962721	v1	bordetella_holmesii	bordetella_holmesii/GCA_009627215.1_ASM962721v1/GCA_009627215.1_ASM962721v1_genomic.fna	       1	3693564
GCA_009627275.1_ASM962727	v1	bordetella_holmesii	bordetella_holmesii/GCA_009627275.1_ASM962727v1/GCA_009627275.1_ASM962727v1_genomic.fna	       1	3696571
