rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/010/525/GCA_000010525.1_ASM1052v1	Azorhizobium_caulinodans
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/960/995/GCA_000960995.1_ASM96099v1	Burkholderia_glumae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/578/005/GCA_009578005.1_ASM957800v1	Burkholderia_glumae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/857/095/GCA_009857095.1_ASM985709v1	Burkholderia_glumae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/931/375/GCA_009931375.1_ASM993137v1	Burkholderia_glumae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/145/GCA_000007145.1_ASM714v1	Xanthomonas_campestris
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/105/GCA_000012105.1_ASM1210v1	Xanthomonas_campestris
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/070/605/GCA_000070605.1_ASM7060v1	Xanthomonas_campestris
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/221/965/GCA_000221965.1_ASM22196v1	Xanthomonas_campestris
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/401/735/GCA_000401735.2_ASM40173v2	Xanthomonas_campestris
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/403/575/GCA_000403575.2_ASM40357v2	Xanthomonas_campestris
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/186/415/GCA_001186415.1_ASM118641v1	Xanthomonas_campestris
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/186/465/GCA_001186465.1_ASM118646v1	Xanthomonas_campestris
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/776/715/GCA_002776715.1_ASM277671v1	Xanthomonas_campestris
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/776/735/GCA_002776735.1_ASM277673v1	Xanthomonas_campestris
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/776/775/GCA_002776775.1_ASM277677v1	Xanthomonas_campestris
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/776/835/GCA_002776835.1_ASM277683v1	Xanthomonas_campestris
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/879/955/GCA_002879955.1_ASM287995v1	Xanthomonas_campestris
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/177/325/GCA_009177325.1_ASM917732v1	Xanthomonas_campestris
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/177/345/GCA_009177345.1_ASM917734v1	Xanthomonas_campestris
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/848/175/GCA_012848175.1_ASM1284817v1	Xanthomonas_campestris
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/021/935/GCA_001021935.1_ASM102193v1	Xanthomonas_translucens
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/050/685/GCA_003050685.1_ASM305068v1	Xanthomonas_translucens
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/330/965/GCA_008330965.1_ASM833096v1	Xanthomonas_translucens
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/365/355/GCA_008365355.1_ASM836535v1	Xanthomonas_translucens
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/094/325/GCA_900094325.1_PBasm1	Xanthomonas_translucens
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/165/GCA_000007165.1_ASM716v1	Xanthomonas_citri
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/349/225/GCA_000349225.1_ASM34922v1	Xanthomonas_citri
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/816/885/GCA_000816885.1_ASM81688v1	Xanthomonas_citri
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/961/155/GCA_000961155.1_ASM96115v1	Xanthomonas_citri
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/961/175/GCA_000961175.1_ASM96117v1	Xanthomonas_citri
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/961/195/GCA_000961195.1_ASM96119v1	Xanthomonas_citri
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/961/215/GCA_000961215.1_ASM96121v1	Xanthomonas_citri
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/961/235/GCA_000961235.1_ASM96123v1	Xanthomonas_citri
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/961/255/GCA_000961255.1_ASM96125v1	Xanthomonas_citri
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/961/275/GCA_000961275.1_ASM96127v1	Xanthomonas_citri
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/961/295/GCA_000961295.1_ASM96129v1	Xanthomonas_citri
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/961/315/GCA_000961315.1_ASM96131v1	Xanthomonas_citri
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/961/335/GCA_000961335.1_ASM96133v1	Xanthomonas_citri
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/961/355/GCA_000961355.1_ASM96135v1	Xanthomonas_citri
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/961/375/GCA_000961375.1_ASM96137v1	Xanthomonas_citri
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/961/395/GCA_000961395.1_ASM96139v1	Xanthomonas_citri
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/961/415/GCA_000961415.1_ASM96141v1	Xanthomonas_citri
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/961/435/GCA_000961435.1_ASM96143v1	Xanthomonas_citri
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/961/455/GCA_000961455.1_ASM96145v1	Xanthomonas_citri
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/961/475/GCA_000961475.1_ASM96147v1	Xanthomonas_citri
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/961/495/GCA_000961495.1_ASM96149v1	Xanthomonas_citri
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/969/685/GCA_000969685.1_ASM96968v1	Xanthomonas_citri
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/028/285/GCA_001028285.3_ASM102828v3	Xanthomonas_citri
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/610/795/GCA_001610795.1_ASM161079v1	Xanthomonas_citri
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/610/815/GCA_001610815.1_ASM161081v1	Xanthomonas_citri
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/610/915/GCA_001610915.1_ASM161091v1	Xanthomonas_citri
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/719/145/GCA_001719145.1_ASM171914v1	Xanthomonas_citri
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/854/145/GCA_001854145.2_ASM185414v2	Xanthomonas_citri
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/922/045/GCA_001922045.1_ASM192204v1	Xanthomonas_citri
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/922/065/GCA_001922065.1_ASM192206v1	Xanthomonas_citri
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/922/085/GCA_001922085.1_ASM192208v1	Xanthomonas_citri
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/922/105/GCA_001922105.1_ASM192210v1	Xanthomonas_citri
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/079/965/GCA_002079965.1_ASM207996v1	Xanthomonas_citri
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/139/955/GCA_002139955.1_ASM213995v1	Xanthomonas_citri
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/139/975/GCA_002139975.1_ASM213997v1	Xanthomonas_citri
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/139/995/GCA_002139995.1_ASM213999v1	Xanthomonas_citri
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/163/775/GCA_002163775.1_ASM216377v1	Xanthomonas_citri
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/218/245/GCA_002218245.1_ASM221824v1	Xanthomonas_citri
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/218/265/GCA_002218265.1_ASM221826v1	Xanthomonas_citri
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/218/285/GCA_002218285.1_ASM221828v1	Xanthomonas_citri
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/224/525/GCA_002224525.1_ASM222452v1	Xanthomonas_citri
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/224/545/GCA_002224545.1_ASM222454v1	Xanthomonas_citri
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/240/395/GCA_002240395.1_ASM224039v1	Xanthomonas_citri
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/288/565/GCA_002288565.1_ASM228856v1	Xanthomonas_citri
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/288/585/GCA_002288585.1_ASM228858v1	Xanthomonas_citri
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/759/175/GCA_002759175.1_ASM275917v1	Xanthomonas_citri
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/759/195/GCA_002759195.1_ASM275919v1	Xanthomonas_citri
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/759/215/GCA_002759215.1_ASM275921v1	Xanthomonas_citri
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/759/235/GCA_002759235.1_ASM275923v1	Xanthomonas_citri
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/759/255/GCA_002759255.1_ASM275925v1	Xanthomonas_citri
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/759/275/GCA_002759275.1_ASM275927v1	Xanthomonas_citri
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/759/295/GCA_002759295.1_ASM275929v1	Xanthomonas_citri
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/759/315/GCA_002759315.1_ASM275931v1	Xanthomonas_citri
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/759/335/GCA_002759335.1_ASM275933v1	Xanthomonas_citri
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/759/355/GCA_002759355.1_ASM275935v1	Xanthomonas_citri
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/759/375/GCA_002759375.1_ASM275937v1	Xanthomonas_citri
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/759/395/GCA_002759395.1_ASM275939v1	Xanthomonas_citri
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/759/415/GCA_002759415.1_ASM275941v1	Xanthomonas_citri
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/952/295/GCA_002952295.1_ASM295229v1	Xanthomonas_citri
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/665/455/GCA_003665455.1_ASM366545v1	Xanthomonas_citri
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/665/475/GCA_003665475.1_ASM366547v1	Xanthomonas_citri
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/999/485/GCA_003999485.1_ASM399948v1	Xanthomonas_citri
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/999/505/GCA_003999505.1_ASM399950v1	Xanthomonas_citri
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/000/475/GCA_004000475.1_ASM400047v1	Xanthomonas_citri
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/567/665/GCA_007567665.1_ASM756766v1	Xanthomonas_citri
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/723/825/GCA_007723825.1_ASM772382v1	Xanthomonas_citri
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/724/025/GCA_007724025.1_ASM772402v1	Xanthomonas_citri
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/724/205/GCA_007724205.1_ASM772420v1	Xanthomonas_citri
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/724/385/GCA_007724385.1_ASM772438v1	Xanthomonas_citri
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/593/565/GCA_008593565.1_ASM859356v1	Xanthomonas_citri
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/671/025/GCA_009671025.1_ASM967102v1	Xanthomonas_citri
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/385/GCA_000007385.1_ASM738v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/010/025/GCA_000010025.1_ASM1002v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/019/585/GCA_000019585.2_ASM1958v2	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/168/315/GCA_000168315.3_ASM16831v3	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/212/755/GCA_000212755.3_ASM21275v3	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/940/825/GCA_000940825.1_ASM94082v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/948/075/GCA_000948075.1_ASM94807v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/021/915/GCA_001021915.1_ASM102191v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/042/735/GCA_001042735.1_ASM104273v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/042/745/GCA_001042745.1_ASM104274v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/042/775/GCA_001042775.1_ASM104277v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/042/795/GCA_001042795.1_ASM104279v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/042/815/GCA_001042815.1_ASM104281v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/042/835/GCA_001042835.1_ASM104283v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/042/855/GCA_001042855.1_ASM104285v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/042/875/GCA_001042875.1_ASM104287v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/276/975/GCA_001276975.2_ASM127697v2	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/466/505/GCA_001466505.1_ASM146650v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/518/895/GCA_001518895.1_ASM151889v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/746/595/GCA_001746595.1_ASM174659v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/746/615/GCA_001746615.1_ASM174661v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/746/635/GCA_001746635.1_ASM174663v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/746/655/GCA_001746655.1_ASM174665v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/746/675/GCA_001746675.1_ASM174667v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/746/695/GCA_001746695.1_ASM174669v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/746/715/GCA_001746715.1_ASM174671v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/746/735/GCA_001746735.1_ASM174673v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/927/405/GCA_001927405.2_ASM192740v2	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/929/095/GCA_001929095.2_ASM192909v2	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/929/235/GCA_001929235.2_ASM192923v2	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/023/005/GCA_002023005.1_ASM202300v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/850/075/GCA_002850075.1_ASM285007v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/850/095/GCA_002850095.1_ASM285009v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/850/115/GCA_002850115.1_ASM285011v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/850/135/GCA_002850135.1_ASM285013v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/850/155/GCA_002850155.1_ASM285015v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/850/175/GCA_002850175.1_ASM285017v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/850/195/GCA_002850195.1_ASM285019v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/850/215/GCA_002850215.1_ASM285021v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/895/725/GCA_002895725.2_ASM289572v2	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/031/365/GCA_003031365.1_ASM303136v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/031/385/GCA_003031385.1_ASM303138v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/122/405/GCA_003122405.1_ASM312240v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/351/825/GCA_003351825.1_ASM335182v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/351/845/GCA_003351845.1_ASM335184v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/382/775/GCA_003382775.1_ASM338277v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/382/795/GCA_003382795.1_ASM338279v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/382/815/GCA_003382815.1_ASM338281v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/382/835/GCA_003382835.1_ASM338283v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/382/855/GCA_003382855.1_ASM338285v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/382/875/GCA_003382875.1_ASM338287v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/382/895/GCA_003382895.1_ASM338289v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/382/915/GCA_003382915.1_ASM338291v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/382/935/GCA_003382935.1_ASM338293v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/427/055/GCA_003427055.1_ASM342705v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/428/965/GCA_003428965.1_ASM342896v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/522/605/GCA_003522605.1_ASM352260v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/932/055/GCA_003932055.1_ASM393205v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/932/075/GCA_003932075.1_ASM393207v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/136/375/GCA_004136375.1_ASM413637v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/136/395/GCA_004136395.1_ASM413639v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/319/445/GCA_004319445.1_ASM431944v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/319/465/GCA_004319465.1_ASM431946v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/319/485/GCA_004319485.1_ASM431948v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/319/505/GCA_004319505.1_ASM431950v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/322/815/GCA_004322815.1_ASM432281v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/322/835/GCA_004322835.1_ASM432283v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/355/285/GCA_004355285.1_ASM435528v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/355/305/GCA_004355305.1_ASM435530v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/355/325/GCA_004355325.1_ASM435532v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/355/345/GCA_004355345.1_ASM435534v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/355/365/GCA_004355365.1_ASM435536v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/355/385/GCA_004355385.1_ASM435538v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/355/405/GCA_004355405.1_ASM435540v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/355/425/GCA_004355425.1_ASM435542v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/355/445/GCA_004355445.1_ASM435544v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/355/465/GCA_004355465.1_ASM435546v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/355/485/GCA_004355485.1_ASM435548v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/355/505/GCA_004355505.1_ASM435550v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/355/525/GCA_004355525.1_ASM435552v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/355/545/GCA_004355545.1_ASM435554v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/355/565/GCA_004355565.1_ASM435556v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/355/585/GCA_004355585.1_ASM435558v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/355/605/GCA_004355605.1_ASM435560v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/355/705/GCA_004355705.1_ASM435570v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/355/725/GCA_004355725.1_ASM435572v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/355/745/GCA_004355745.1_ASM435574v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/355/765/GCA_004355765.2_ASM435576v2	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/355/785/GCA_004355785.1_ASM435578v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/355/805/GCA_004355805.1_ASM435580v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/355/825/GCA_004355825.1_ASM435582v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/355/845/GCA_004355845.1_ASM435584v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/355/865/GCA_004355865.1_ASM435586v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/355/885/GCA_004355885.3_ASM435588v3	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/370/835/GCA_008370835.2_ASM837083v2	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/660/205/GCA_009660205.1_ASM966020v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/664/105/GCA_009664105.1_ASM966410v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/707/765/GCA_009707765.1_ASM970776v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/045/315/GCA_011045315.1_ASM1104531v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/604/745/GCA_011604745.1_ASM1160474v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/604/765/GCA_011604765.1_ASM1160476v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/604/785/GCA_011604785.1_ASM1160478v1	Xanthomonas_oryzae
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/817/975/GCA_000817975.1_ASM81797v1	Azotobacter_chroococcum
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/220/155/GCA_002220155.1_ASM222015v1	Azotobacter_chroococcum
rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/021/045/GCA_000021045.1_ASM2104v1	Azotobacter_vinelandii
